;timestamp;state;settlement_price;open_interest;min_price;max_price;mark_price;last_price;instrument_name;index_price;funding_8h;estimated_delivery_price;current_funding;best_bid_price;best_bid_amount;best_ask_price;best_ask_amount;stats.volume_usd;stats.volume;stats.price_change;stats.low;stats.high;underlying_price;underlying_index;mark_iv;interest_rate;bid_iv;ask_iv;greeks.vega;greeks.theta;greeks.rho;greeks.gamma;greeks.delta;t;strike;expiration;m
BTC-30SEP22-50000-P;1649425764933;open;0.2811542;332.0;0.0001;0.7895;0.28958494;0.257;BTC-30SEP22-50000-P;42949.94;;42949.94;;0.248;30.5;0.0;0.0;;7.0;0.0;0.257;0.257;44080.15;BTC-30SEP22;74.16;0.0;59.08;0.0;121.67417;-25.81801;-165.71258;2e-05;-0.4956;174.0;50000.0;1.664532e+18;1.1645781897796619
BTC-30DEC22-50000-P;1649425764933;open;0.29791677;179.4;0.0001;0.8;0.3002034;0.291;BTC-30DEC22-50000-P;42949.94;;42949.94;;0.291;7.9;0.3095;1.2;;;;;;44704.17;BTC-30DEC22;66.47;0.0;63.76;69.22;151.61466;-18.96037;-249.27877;2e-05;-0.46566;265.0;50000.0;1.6723944e+18;1.1645781897796619
BTC-30DEC22-25000-C;1649425764934;open;0.49722584;126.3;0.0001;0.9835;0.48354496;0.5035;BTC-30DEC22-25000-C;42949.94;;42949.94;;0.481;12.0;0.0;0.0;;;;;;44704.17;BTC-30DEC22;73.04;0.0;71.4;0.0;70.18453;-9.64495;133.36239;1e-05;0.89327;265.0;25000.0;1.6723944e+18;0.5822890948898309
BTC-29APR22-45000-P;1649425764934;open;0.0682918;150.7;0.0001;0.5825;0.08259347;0.073;BTC-29APR22-45000-P;42949.94;;42949.94;;0.072;12.0;0.08;0.8;;30.4;7.3529;0.065;0.0735;42981.19;BTC-29APR22;57.56;0.0;45.87;54.74;39.4728;-54.73157;-16.80158;7e-05;-0.60478;20.0;45000.0;1.6512264e+18;1.0481203708016957
BTC-30SEP22-250000-C;1649425764936;open;0.02141073;194.7;0.0001;0.504;0.00402351;0.0015;BTC-30SEP22-250000-C;42949.94;;42949.94;;0.001;65.9;0.0;0.0;;;;;;44080.72;BTC-30SEP22;103.26;0.0;88.93;0.0;14.23312;-4.20498;3.19231;0.0;0.01915;174.0;250000.0;1.664532e+18;5.822890948898309
BTC-27MAY22-55000-C;1649425764936;open;0.03313225;18.9;0.0001;0.533;0.03322846;0.0335;BTC-27MAY22-55000-C;42949.94;;42949.94;;0.0335;4.1;0.0;0.0;;2.0;0.0;0.0335;0.0335;43075.9;BTC-27MAY22;76.64;0.0;76.88;0.0;48.03688;-37.75569;11.43711;3e-05;0.232;48.0;55000.0;1.6536456e+18;1.281036008757628
BTC-10APR22-47000-P;1649425764936;open;;0.0;0.0001;0.5945;0.0948992;;BTC-10APR22-47000-P;42949.94;;42949.94;;0.0;0.0;0.0;0.0;;;;;;42947.86942113;SYN.BTC-10APR22;68.39;0.0;0.0;0.0;2.04648;-39.81715;-2.20166;3e-05;-0.96967;1.0;47000.0;1.6495848e+18;1.094703498392882
BTC-29APR22-60000-P;1649425764934;open;0.37571519;27.5;0.0001;0.902;0.40243021;0.324;BTC-29APR22-60000-P;42949.94;;42949.94;;0.0005;6.3;0.0;0.0;;;;;;42981.19;BTC-29APR22;89.78;0.0;0.0;0.0;14.27224;-30.86601;-32.48592;2e-05;-0.9266;20.0;60000.0;1.6512264e+18;1.3974938277355942
BTC-30DEC22-100000-C;1649425765942;open;0.00421336;409.1;0.0001;0.561;0.06140828;0.062;BTC-30DEC22-100000-C;42948.71;;42948.71;;0.046;16.1;0.0;0.0;;49.8;0.0;0.062;0.062;44703.23;BTC-30DEC22;81.63;0.0;75.01;0.0;109.82407;-16.86633;48.24946;1e-05;0.20964;265.0;100000.0;1.6723944e+18;2.3291563795593238
BTC-24JUN22-150000-P;1649425765942;open;2.42278798;61.7;1.988;2.9875;2.48755929;2.803;BTC-24JUN22-150000-P;42948.71;;42948.71;;0.0005;0.1;0.0;0.0;;;;;;43310.37;BTC-24JUN22;160.0;0.0;0.0;0.0;32.88505;-34.27416;-309.22721;1e-05;-0.90761;76.0;150000.0;1.6560648e+18;3.4937345693389856
BTC-24JUN22-70000-C;1649425765943;open;0.22547962;1522.9;0.0001;0.7195;0.21975363;0.0225;BTC-24JUN22-70000-C;42948.71;;42948.71;;0.0225;127.5;0.0;0.0;;;;;;43310.37;BTC-24JUN22;205.0;0.0;81.91;0.0;79.16941;-105.72061;24.04756;1e-05;0.48378;76.0;70000.0;1.6560648e+18;1.6304094656915264
BTC-15APR22-50000-P;1649425765942;open;0.14523402;50.9;0.0001;0.665;0.16529544;0.659;BTC-15APR22-50000-P;42948.71;;42948.71;;0.023;8.0;0.767;4.0;;3.0;0.0;0.659;0.659;42943.14;BTC-15APR22;59.27;0.0;0.0;500.0;4.24093;-18.59924;-9.00708;2e-05;-0.96756;6.0;50000.0;1.6500168e+18;1.1645781897796619
BTC-22APR22-50000-C;1649425765941;open;0.01504008;127.0;0.0001;0.5025;0.00280307;0.0035;BTC-22APR22-50000-C;42948.71;;42948.71;;0.0015;15.0;0.0045;27.0;;104.0;-56.25;0.0035;0.0275;43060.56;BTC-22APR22;50.02;0.0;44.05;55.88;10.98922;-19.97674;1.05978;3e-05;0.0681;13.0;50000.0;1.6506216e+18;1.1645781897796619
BTC-22APR22-40000-P;1649425765941;open;0.02284274;100.0;0.0001;0.511;0.0111484;0.013;BTC-22APR22-40000-P;42948.71;;42948.71;;0.0095;12.0;0.013;12.0;;44.5;-3.7037;0.0115;0.0135;43060.56;BTC-22APR22;48.34;0.0;45.27;51.66;23.58403;-41.43438;-3.46856;7e-05;-0.20256;13.0;40000.0;1.6506216e+18;0.9316625518237295
BTC-30DEC22-60000-P;1649425765942;open;0.48856475;133.7;0.0001;0.9825;0.4828121;0.616;BTC-30DEC22-60000-P;42948.71;;42948.71;;0.412;12.0;0.0;0.0;;;;;;44703.23;BTC-30DEC22;71.59;0.0;49.63;0.0;149.82672;-20.17883;-342.68433;1e-05;-0.57001;265.0;60000.0;1.6723944e+18;1.3974938277355942
BTC-27MAY22-25000-P;1649425765943;open;0.00512807;10.8;0.0001;0.502;0.00248269;0.005;BTC-27MAY22-25000-P;42948.71;;42948.71;;0.0;0.0;0.0;0.0;;10.0;0.0;0.005;0.005;43075.94;BTC-27MAY22;78.84;0.0;0.0;0.0;7.96534;-6.44003;-1.35495;0.0;-0.02106;48.0;25000.0;1.6536456e+18;0.5822890948898309
BTC-24JUN22-40000-C;1649425765944;open;0.17278152;1005.6;0.0001;0.655;0.15514837;0.1665;BTC-24JUN22-40000-C;42948.71;;42948.71;;0.0;0.0;0.1585;12.0;;49.6;-0.2994;0.165;0.167;43310.37;BTC-24JUN22;64.4;0.0;0.0;66.39;72.63974;-30.47168;46.12919;3e-05;0.66163;76.0;40000.0;1.6560648e+18;0.9316625518237295
BTC-22APR22-46000-P;1649425765941;open;0.08686629;115.6;0.0001;0.58;0.08004831;0.0765;BTC-22APR22-46000-P;42948.71;;42948.71;;0.06;11.1;0.0;0.0;;42.4;-4.9689;0.0755;0.0805;43060.56;BTC-22APR22;45.09;0.0;0.0;0.0;25.91076;-42.46087;-13.65559;8e-05;-0.76132;13.0;46000.0;1.6506216e+18;1.0714119345972888
BTC-22APR22-42000-P;1649425765941;open;0.03897576;45.2;0.0001;0.524;0.02412644;0.0245;BTC-22APR22-42000-P;42948.71;;42948.71;;0.0215;12.0;0.026;12.0;;39.0;0.0;0.023;0.0265;43060.56;BTC-22APR22;45.86;0.0;42.28;48.41;31.63975;-52.73243;-6.44115;0.0001;-0.37274;13.0;42000.0;1.6506216e+18;0.9782456794149159
BTC-30DEC22-50000-C;1649425765941;open;0.20091914;431.1;0.0001;0.6815;0.1817318;0.2005;BTC-30DEC22-50000-C;42948.71;;42948.71;;0.1935;8.3;0.0;0.0;;136.9;-7.3903;0.2005;0.2165;44704.46;BTC-30DEC22;66.47;0.0;69.94;0.0;151.6155;-18.96048;114.77427;2e-05;0.53435;265.0;50000.0;1.6723944e+18;1.1645781897796619
BTC-10APR22-43000-P;1649425766948;open;;100.0;0.0001;0.514;0.01433055;0.0103;BTC-10APR22-43000-P;42949.99;;42949.99;;0.012;9.0;0.0165;9.0;;1250.0;-56.3559;0.0103;0.0259;42947.26144839;SYN.BTC-10APR22;49.49;0.0;41.07;57.32;11.88746;-167.3492;-1.07901;0.00027;-0.50741;1.0;43000.0;1.6495848e+18;1.0015372432105092
BTC-10APR22-41000-C;1649425766950;open;;1.2;0.0001;0.5465;0.04677548;0.069;BTC-10APR22-41000-C;42949.99;;42949.99;;0.0;0.0;0.0685;1.0;;1.2;0.0;0.069;0.069;42947.26144839;SYN.BTC-10APR22;50.09;0.0;0.0;155.31;4.76494;-67.89632;1.78909;0.00011;0.91186;1.0;41000.0;1.6495848e+18;0.9549541156193226
BTC-24JUN22-55000-P;1649425766949;open;0.3176427;124.7;0.0001;0.839;0.3394254;0.298;BTC-24JUN22-55000-P;42949.99;;42949.99;;0.3025;12.0;0.0;0.0;;;;;;43309.13;BTC-24JUN22;83.64;0.0;59.84;0.0;72.19675;-39.33507;-91.65201;2e-05;-0.66686;76.0;55000.0;1.6560648e+18;1.281036008757628
BTC-15APR22-48000-P;1649425766950;open;0.10218187;73.1;0.0001;0.621;0.12101987;0.151;BTC-15APR22-48000-P;42949.99;;42949.99;;0.05;8.8;0.7095;4.0;;15.4;26.8908;0.05;0.151;42944.58;BTC-15APR22;59.27;0.0;0.0;500.0;9.50401;-41.68127;-8.19563;5e-05;-0.90981;6.0;48000.0;1.6500168e+18;1.1179950621884753
BTC-27MAY22-30000-C;1649425766948;open;0.33590238;135.3;0.0001;0.8115;0.31154264;0.3905;BTC-27MAY22-30000-C;42949.99;;42949.99;;0.0005;0.1;0.0;0.0;;;;;;43074.82;BTC-27MAY22;70.98;0.0;0.0;0.0;19.65986;-14.30991;35.94757;1e-05;0.93626;48.0;30000.0;1.6536456e+18;0.6987469138677971
BTC-22APR22-60000-C;1649425766948;open;0.00229665;116.6;0.0001;0.501;0.0014488;0.004;BTC-22APR22-60000-C;42949.99;;42949.99;;0.001;12.0;0.002;15.0;;;;;;43059.34;BTC-22APR22;83.67;0.0;79.23;88.05;4.87369;-14.81963;0.38104;1e-05;0.02493;13.0;60000.0;1.6506216e+18;1.3974938277355942
BTC-29APR22-45000-C;1649425766948;open;0.04162258;569.3;0.0001;0.5355;0.0356098;0.025;BTC-29APR22-45000-C;42949.99;;42949.99;;0.0385;4.5;0.0;0.0;;;;;;42979.89;BTC-29APR22;57.56;0.0;60.7;0.0;39.4693;-54.7267;8.78795;7e-05;0.39514;20.0;45000.0;1.6512264e+18;1.0481203708016957
BTC-30SEP22-200000-C;1649425766948;open;0.02435892;168.4;0.0001;0.5065;0.00677119;0.003;BTC-30SEP22-200000-C;42949.99;;42949.99;;0.002;20.7;0.0;0.0;;;;;;44078.86;BTC-30SEP22;99.24;0.0;85.3;0.0;21.61401;-6.13694;5.22114;0.0;0.03151;174.0;200000.0;1.664532e+18;4.6583127591186475
BTC-30SEP22-40000-C;1649425767337;open;0.23636004;537.3;0.0001;0.7235;0.22363052;0.233;BTC-30SEP22-40000-C;42949.99;;42949.99;;0.222;1.7;0.229;12.0;;21.6;-0.4274;0.233;0.234;44080.14;BTC-30SEP22;66.51;0.0;65.86;68.65;110.39843;-21.00784;94.30224;2e-05;0.67045;174.0;40000.0;1.664532e+18;0.9316625518237295
BTC-31MAR23-150000-P;1649425766950;open;2.28447805;1.0;1.851;2.8505;2.35065541;2.1285;BTC-31MAR23-150000-P;42949.99;;42949.99;;0.0005;1.0;0.0;0.0;;;;;;45220.3;BTC-31MAR23;77.61;0.0;0.0;0.0;89.00933;-9.68222;-1428.29103;1e-05;-0.8808;356.0;150000.0;1.6802568e+18;3.4937345693389856
BTC-31MAR23-55000-C;1649425766950;open;0.21456923;0.1;0.0001;0.7075;0.20775894;0.223;BTC-31MAR23-55000-C;42949.99;;42949.99;;0.0;0.0;0.0;0.0;;;;;;45220.3;BTC-31MAR23;71.15;0.0;0.0;0.0;177.87463;-17.73777;142.09933;1e-05;0.52925;356.0;55000.0;1.6802568e+18;1.281036008757628
BTC-24JUN22-35000-C;1649425766948;open;0.27309372;291.9;0.0001;0.728;0.22822761;0.259;BTC-24JUN22-35000-C;42949.99;;42949.99;;0.259;5.2;0.275;57.2;;58.0;-4.428;0.259;0.271;43309.13;BTC-24JUN22;64.4;0.0;87.41;98.69;54.31679;-22.78538;52.76605;2e-05;0.80757;76.0;35000.0;1.6560648e+18;0.8152047328457632
BTC-30SEP22-100000-C;1649425766950;open;0.0451883;196.8;0.0001;0.533;0.03312926;0.022;BTC-30SEP22-100000-C;42949.99;;42949.99;;0.0215;6.3;0.0;0.0;;;;;;44080.14;BTC-30SEP22;85.73;0.0;77.38;0.0;67.60155;-16.58224;22.37195;1e-05;0.13913;174.0;100000.0;1.664532e+18;2.3291563795593238
BTC-10APR22-45000-C;1649425767955;open;;65.9;0.0001;0.501;0.00123718;0.001;BTC-10APR22-45000-C;42949.04;;42949.04;;0.0;0.0;0.002;24.0;;65.9;-94.7368;0.001;0.019;42948.58306535;SYN.BTC-10APR22;47.9;0.0;0.0;54.31;4.54315;-53.13513;0.16848;0.00011;0.0827;1.0;45000.0;1.6495848e+18;1.0481203708016957
BTC-10APR22-48000-C;1649425767959;open;;0.0;0.0001;0.5005;0.00094455;;BTC-10APR22-48000-C;42949.04;;42949.04;;0.0;0.0;0.0015;15.0;;;;;;42948.58306535;SYN.BTC-10APR22;89.24;0.0;0.0;97.52;2.50591;-40.56706;0.07831;3e-05;0.03881;1.0;48000.0;1.6495848e+18;1.1179950621884753
BTC-30SEP22-300000-P;1649425767956;open;5.69260801;9.8;5.2445;6.5;5.80872038;6.195;BTC-30SEP22-300000-P;42949.04;;42949.04;;0.0005;0.1;0.0;0.0;;;;;;44079.8;BTC-30SEP22;106.93;0.0;0.0;0.0;10.30544;-3.15279;-1434.16853;0.0;-0.98686;174.0;300000.0;1.664532e+18;6.987469138677971
BTC-30DEC22-45000-P;1649425767955;open;0.21761114;190.4;0.0001;0.733;0.23349288;0.2235;BTC-30DEC22-45000-P;42949.04;;42949.04;;0.227;4.6;0.0;0.0;;7.8;0.0;0.2235;0.2235;44704.09;BTC-30DEC22;68.34;0.0;66.37;0.0;146.31757;-18.81387;-202.81834;1e-05;-0.38963;265.0;45000.0;1.6723944e+18;1.0481203708016957
BTC-10APR22-40000-C;1649425767956;open;;14.5;0.0001;0.5695;0.06959479;0.0185;BTC-10APR22-40000-C;42949.04;;42949.04;;0.0;0.0;0.0755;1.0;;14.5;-78.7356;0.0185;0.087;42948.58306535;SYN.BTC-10APR22;63.29;0.0;0.0;109.26;3.09189;-55.67118;1.82006;5e-05;0.94963;1.0;40000.0;1.6495848e+18;0.9316625518237295
BTC-30SEP22-25000-C;1649425767955;open;0.47282243;67.0;0.0001;0.957;0.45748918;0.471;BTC-30SEP22-25000-C;42949.04;;42949.04;;0.0;0.0;0.463;12.0;;21.0;0.0;0.471;0.471;44079.8;BTC-30SEP22;73.21;0.0;0.0;78.13;47.41829;-9.93169;96.57706;1e-05;0.9151;174.0;25000.0;1.664532e+18;0.5822890948898309
BTC-31MAR23-25000-C;1649425767955;open;0.52953516;0.0;0.0225;1.022;0.52222028;;BTC-31MAR23-25000-C;42949.04;;42949.04;;0.0;0.0;0.0;0.0;;;;;;45222.22;BTC-31MAR23;80.61;0.0;0.0;0.0;92.89601;-10.49447;155.18256;1e-05;0.87332;356.0;25000.0;1.6802568e+18;0.5822890948898309
BTC-29APR22-50000-P;1649425767957;open;0.15452731;163.5;0.0001;0.6765;0.17693516;0.156;BTC-29APR22-50000-P;42949.04;;42949.04;;0.098;11.7;0.249;12.0;;1.0;0.0;0.156;0.156;42979.89;BTC-29APR22;63.49;0.0;0.0;150.47;26.69352;-40.82208;-24.42011;4e-05;-0.82214;20.0;50000.0;1.6512264e+18;1.1645781897796619
BTC-29APR22-60000-C;1649425767955;open;0.0068229;1303.9;0.0001;0.506;0.00645819;0.007;BTC-29APR22-60000-C;42949.04;;42949.04;;0.007;758.9;0.0;0.0;;350.3;0.0;0.007;0.007;42980.84;BTC-29APR22;89.78;0.0;91.38;0.0;14.27134;-30.86406;1.6361;2e-05;0.07339;20.0;60000.0;1.6512264e+18;1.3974938277355942
BTC-31MAR23-30000-C;1649425767955;open;0.46458995;10.8;0.0001;0.957;0.45701192;0.486;BTC-31MAR23-30000-C;42949.04;;42949.04;;0.4245;12.0;0.0;0.0;;;;;;45222.22;BTC-31MAR23;80.61;0.0;67.93;0.0;117.52301;-13.27658;160.21343;1e-05;0.81949;356.0;30000.0;1.6802568e+18;0.6987469138677971
BTC-24JUN22-65000-P;1649425767955;open;0.74513251;133.3;0.268;1.2675;0.76795221;0.86;BTC-24JUN22-65000-P;42949.04;;42949.04;;0.001;2.0;0.0;0.0;;;;;;43310.32;BTC-24JUN22;220.0;0.0;0.0;0.0;78.82357;-112.96065;-111.78102;1e-05;-0.45937;76.0;65000.0;1.6560648e+18;1.5139516467135603
BTC-15APR22-45000-P;1649425767955;open;0.048249;42.2;0.0001;0.557;0.05747833;0.0515;BTC-15APR22-45000-P;42949.04;;42949.04;;0.049;12.7;0.0;0.0;;31.2;-90.7374;0.0515;0.556;42944.64;BTC-15APR22;48.69;0.0;23.98;0.0;18.5924;-66.97531;-6.41512;0.00011;-0.7494;6.0;45000.0;1.6500168e+18;1.0481203708016957
BTC-31MAR23-100000-C;1649425768963;open;0.07288263;250.0;0.0001;0.556;0.05637226;0.073;BTC-31MAR23-100000-C;42948.9;;42948.9;;0.073;11.8;0.15;20.0;;;;;;45221.93;BTC-31MAR23;68.06;0.0;73.78;96.33;125.02212;-11.92529;63.31541;1e-05;0.19962;356.0;100000.0;1.6802568e+18;2.3291563795593238
BTC-24JUN22-150000-C;1649425768963;open;0.02569576;380.2;0.0001;0.524;0.02414859;0.001;BTC-24JUN22-150000-C;42948.9;;42948.9;;0.0005;45.7;0.0;0.0;;12.0;0.0;0.001;0.001;43309.35;BTC-24JUN22;160.0;0.0;94.86;0.0;32.88287;-34.2719;6.21466;1e-05;0.09238;76.0;150000.0;1.6560648e+18;3.4937345693389856
BTC-15APR22-60000-P;1649425768962;open;0.37248266;4.0;0.0001;0.898;0.39802912;0.887;BTC-15APR22-60000-P;42948.9;;42948.9;;0.024;4.0;0.999;0.3;;3.0;0.0;0.887;0.887;42943.66;BTC-15APR22;111.28;0.0;0.0;500.0;2.39537;-19.72187;-10.98441;1e-05;-0.98355;6.0;60000.0;1.6500168e+18;1.3974938277355942
BTC-22APR22-48000-P;1649425768962;open;0.11944232;63.4;0.0001;0.62;0.12037587;0.115;BTC-22APR22-48000-P;42948.9;;42948.9;;0.1115;12.0;0.1795;5.1;;38.2;-8.7302;0.108;0.1795;43059.59;BTC-22APR22;47.38;0.0;0.0;138.52;17.51831;-30.16681;-16.10282;5e-05;-0.87176;13.0;48000.0;1.6506216e+18;1.1179950621884753
BTC-27MAY22-30000-P;1649425768962;open;0.01807405;369.8;0.0001;0.5075;0.00798678;0.0075;BTC-27MAY22-30000-P;42948.9;;42948.9;;0.0;0.0;0.0075;6.7;;14.0;7.1429;0.007;0.0075;43075.26;BTC-27MAY22;70.98;0.0;0.0;69.89;19.65888;-14.3092;-4.12692;1e-05;-0.06373;48.0;30000.0;1.6536456e+18;0.6987469138677971
BTC-30DEC22-200000-C;1649425768962;open;0.01447991;140.3;0.0001;0.523;0.02338288;0.0075;BTC-30DEC22-200000-C;42948.9;;42948.9;;0.008;3.9;0.07;6.0;;;;;;44702.97;BTC-30DEC22;97.44;0.0;81.81;123.24;58.20756;-10.67051;19.34517;0.0;0.08282;265.0;200000.0;1.6723944e+18;4.6583127591186475
BTC-27MAY22-50000-P;1649425768962;open;0.1859371;85.4;0.0001;0.7145;0.21464323;0.1915;BTC-27MAY22-50000-P;42948.9;;42948.9;;0.1905;12.0;0.206;0.5;;;;;;43075.26;BTC-27MAY22;74.74;0.0;55.84;68.19;57.76432;-44.27191;-50.25923;3e-05;-0.65879;48.0;50000.0;1.6536456e+18;1.1645781897796619
BTC-30DEC22-150000-C;1649425768962;open;0.02772653;94.7;0.0001;0.5275;0.02764479;0.0175;BTC-30DEC22-150000-C;42948.9;;42948.9;;0.0165;2.1;0.0;0.0;;;;;;44702.97;BTC-30DEC22;86.82;0.0;78.52;0.0;68.47517;-11.18465;24.5783;1e-05;0.10316;265.0;150000.0;1.6723944e+18;3.4937345693389856
BTC-30DEC22-20000-P;1649425768962;open;0.02084529;382.7;0.0001;0.52;0.02005858;0.021;BTC-30DEC22-20000-P;42948.9;;42948.9;;0.0195;0.3;0.021;8.9;;3.0;0.0;0.021;0.021;44702.97;BTC-30DEC22;74.43;0.0;73.85;75.39;43.4054;-6.07836;-24.95263;0.0;-0.0566;265.0;20000.0;1.6723944e+18;0.46583127591186474
BTC-27MAY22-35000-P;1649425768962;open;0.044953;191.6;0.0001;0.527;0.02749354;0.024;BTC-27MAY22-35000-P;42948.9;;42948.9;;0.024;23.0;0.0;0.0;;9.4;-2.0408;0.024;0.0245;43075.26;BTC-27MAY22;70.49;0.0;66.71;0.0;40.58238;-29.33586;-11.65169;2e-05;-0.175;48.0;35000.0;1.6536456e+18;0.8152047328457632
BTC-30DEC22-40000-C;1649425769969;open;0.27505247;496.6;0.0001;0.7645;0.26455268;0.2723;BTC-30DEC22-40000-C;42948.45;;42948.45;;0.273;11.2;0.28;0.3;;400.0;-2.2613;0.2704;0.2801;44702.74;BTC-30DEC22;65.31;0.0;68.1;70.41;135.73904;-16.67921;136.42929;1e-05;0.68371;265.0;40000.0;1.6723944e+18;0.9316625518237295
BTC-30SEP22-70000-C;1649425769968;open;0.08277551;280.0;0.0001;0.5745;0.07457222;0.079;BTC-30SEP22-70000-C;42948.45;;42948.45;;0.066;4.3;0.085;30.0;;26.9;0.0;0.079;0.079;44078.43;BTC-30SEP22;78.99;0.0;75.27;83.37;103.25811;-23.3362;44.05883;1e-05;0.28334;174.0;70000.0;1.664532e+18;1.6304094656915264
BTC-31MAR23-40000-C;1649425769969;open;0.36032039;25.7;0.0001;0.847;0.34706358;0.35;BTC-31MAR23-40000-C;42948.45;;42948.45;;0.35;0.3;0.356;5.7;;0.6;0.0;0.35;0.35;45222.41;BTC-31MAR23;78.91;0.0;79.77;81.54;153.54912;-16.98064;159.50668;1e-05;0.70793;356.0;40000.0;1.6802568e+18;0.9316625518237295
BTC-24JUN22-45000-P;1649425769969;open;0.10788941;312.4;0.0001;0.609;0.10945764;0.12;BTC-24JUN22-45000-P;42948.45;;42948.45;;0.099;2.4;0.12;6.2;;23.4;2.1277;0.1175;0.12;43309.26;BTC-24JUN22;47.59;0.0;41.85;53.36;79.05852;-24.50738;-57.91754;4e-05;-0.52646;76.0;45000.0;1.6560648e+18;1.0481203708016957
BTC-29APR22-50000-C;1649425769969;open;0.01378374;1790.3;0.0001;0.5135;0.01359944;0.009;BTC-29APR22-50000-C;42948.45;;42948.45;;0.006;0.2;0.022;5.3;;110.8;-14.2857;0.009;0.022;42978.82;BTC-29APR22;63.49;0.0;49.46;75.95;26.68881;-40.81487;4.01396;4e-05;0.17782;20.0;50000.0;1.6512264e+18;1.1645781897796619
